## RECSRecommendations Upload File ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.ib-display,entity.ib-pill,entity.ib-info-url,entity.ib-info-url-inelig,entity.ib-info-name,entity.ib-apply-url,entity.ib-apply-url-inelig,entity.ib-apply-name,entity.ib-message,entity.ib-img-url,entity.ib-eligibleclasslist,entity.basite-message,entity.basite-pageUrl,entity.basite-imgUrl,entity.basite-imgPath,entity.ccsite-message,entity.ccsite-cta,entity.ccsite-pageUrl,entity.ccsite-imgUrl,entity.ccsite-imgPath,entity.sitearea-display
cc-ff,ANZ Frequent Flyer,,,,,https://www.anz.com.au/personal/credit-cards/frequent-flyer/card/,,,n,&,https://www.anz.com.au/promo/personal/credit-cards/ib-frequent-flyer?pid=crc-ibr-td-ib-09-19-acq-anzff,,Learn more,&,,&,Earn more Qantas Points14 on everyday purchases with complimentary insurances3 and Personal Concierge,&,,,,,,Earn Qantas points on your everyday purchases. Credit criteria and T&Cs apply.,"Discover the ANZ Frequent Flyer card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/frequent-flyer/card/?pid=crc-prodrec-t-percc-05-21-acq-anzff,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/frequent-flyer/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620968707152.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/frequent-flyer/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-ff-plt,ANZ Frequent Flyer Platinum credit card,,,,,https://www.anz.com.au/personal/credit-cards/frequent-flyer/platinum/,,,y,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/frequent-flyer/platinum/?pid=crc-ibo-t-ibpao-08-23-acq-affpltoffer,,Learn more,&,,&,"Earn 75,000 bonus Qantas Points + $100 back to your new ANZ Frequent Flyer Platinum card when you spend $2,500 on eligible purchases in the first 3 months from approval. T&Cs, eligibility criteria, fees & charges apply (including an annual fee, currently $295).",https://anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/po-lower/anz-frequent-flyer-platinum-white-bgd-ib-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,Earn more Qantas Points on everyday purchases with complimentary insurances and Personal Concierge. Credit criteria and T&Cs apply.,"Discover the ANZ Frequent Flyer Platinum card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/frequent-flyer/platinum/?pid=crc-prodrec-t-percc-05-21-acq-anzffp,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/frequent-flyer-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620968451465.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/frequent-flyer-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-laf-fst,ANZ First credit card,,,,,https://www.anz.com.au/personal/credit-cards/low-annual-fee/first/,,,y,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/low-annual-fee/first/?pid=crc-ibrec-t-ibpao-12-23-acq-firstoffer,,See ANZ First,&,,&,"Enjoy $125 back to your new ANZ First card when you spend $750 on eligible purchases in the first 3 months from approval. Plus, get a $0 annual fee in the first year (currently $30 thereafter). T&Cs, eligibility criteria, fees and charges apply (including an annual fee, currently $30).",https://anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/po-lower/anz-first-white-bgd-ib-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""r1cne"",""r1sbe""]",,,,,A simple everyday credit card with a low ongoing annual fee. Credit criteria and T&Cs apply.,"Discover the ANZ First card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/low-annual-fee/first/?pid=crc-prodrec-t-percc-05-21-acq-anzfirst,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/anz-first/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620969146274.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/anz-first/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-laf-plt,ANZ Platinum credit card,,,,,https://www.anz.com.au/personal/credit-cards/low-annual-fee/platinum/,,,y,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/low-annual-fee/platinum/?pid=crc-ibrec-t-ibpao-12-24-acq-lfplatoffer,,See ANZ Platinum,&,,&,"Enjoy $100 back to your new ANZ Platinum card when you spend $2,000 on eligible purchases in the first 3 months from approval. T&Cs, eligibility criteria, fees and charges apply (including an annual fee, $0 for the first year, currently $87 thereafter).",https://anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/po-lower/anz-platinum-white-bgd-ib-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""r1cne"",""r1sbe""]",,,,,A simple everyday credit card with $0 annual fee in the first year and complimentary insurances. Credit criteria and T&Cs apply.,"Discover the ANZ Platinum card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/low-annual-fee/platinum/?pid=prodrec-t-percc-05-21-acq-anzplatinum,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/anz-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620969190053.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/anz-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-rw,ANZ Rewards credit card,,,,,https://www.anz.com.au/personal/credit-cards/rewards/card/,,,n,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/rewards/card/?pid=crc-ibrec-t-ibpao-07-22-acq-rwoffer,,See ANZ Rewards,&,,&,"Have the flexibility to redeem Reward Points for exciting rewards like gift cards and cashback. T&Cs, eligibility criteria, fees & charges (incl. annual fee, currently $80) apply.",https://www.anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/rewards-classic-ib-promo-tile.png,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,Be rewarded for your everyday purchases and have the flexibility to redeem points for rewards ranging from gift cards to cashback and travel. Credit criteria and T&Cs apply.,"Discover the ANZ Rewards card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/rewards/card/?pid=crc-prodrec-t-percc-05-21-acq-anzrewards,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620968993565.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-rw-blk,ANZ Rewards Black credit card,,,,,https://www.anz.com.au/personal/credit-cards/rewards/black/,,,y,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/rewards/black/?pid=crc-ibrec-t-ibpao-05-23-acq-rwblacklearnmore,,Learn more,&,,&,"Earn 180,000 extra ANZ Reward Points and $150 back to your new card when you spend $3,000 on eligible purchases in the first 3 months from approval. New Rewards card. T&Cs, eligibility criteria, fees and charges apply (including an annual fee, currently $375).",https://anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/po-lower/anz-rewards-black-white-bgd-ib-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,"Our highest Rewards Points earning potential, uncapped flexible rewards, plus access to exclusive events and privileges. Credit criteria and T&Cs apply.","Discover the ANZ Rewards Black card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/rewards/black/?pid=prodrec-t-percc-05-21-acq-anzrwb,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards-black/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620969093587.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards-black/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-rw-plt,ANZ Rewards Platinum credit card,,,,,https://www.anz.com.au/personal/credit-cards/rewards-platinum/,,,y,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/rewards-platinum/?pid=crc-ibrec-t-ibpao-11-24-acq-rwplatlearnmore,,Learn more,&,,&,"Earn 100,000 extra ANZ Rewards Points and $50 back to your new card when you spend $2,000 on eligible purchases in the first 3 months from approval. New Rewards card. T&Cs, eligibility criteria, fees & charges apply (including annual fee, currently $149).",https://anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/po-lower/anz-rewards-platinum-white-bgd-ib-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,Be rewarded for your everyday purchases and access a flexible Rewards program with complimentary insurances and Personal Concierge. Credit criteria and T&Cs apply.,"Discover the ANZ Rewards Platinum card<span style=""white-space: nowrap;"">",https://www.anz.com.au/personal/credit-cards/rewards/platinum/?pid=prodrec-t-percc-05-21-acq-anzrwp,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.full.high.jpg/1620969050874.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/cc-card-images/rewards-platinum/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,y
cc-rw-ta,ANZ Rewards Travel Adventures credit card,,,,,https://www.anz.com.au/personal/credit-cards/rewards/travel-adventures/,,,n,NEW CREDIT CARD OFFER,https://www.anz.com.au/personal/credit-cards/rewards/travel-adventures/?pid=crc-ibrec-t-ibpao-07-22-acq-artaoffer,,Learn more,&,,&,"Earn 40,000 extra Reward Points when you spend $1,000 on eligible purchases in first 3 months from Letter of Offer. Plus, a $0 Overseas Transaction Fee on purchases. T&Cs, elig crit, fees & charges (incl. annual fee, currently $120) apply.",https://www.anz.com.au/content/dam/anzcomau/images/credit-cards/ib-promo-tiles/rewards-travel-adventures-ib-promo-tile.png,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,,,,,,
cda-antd,ANZ Advance Notice Term Deposit,,,,,https://www.anz.com.au/personal/bank-accounts/term-deposits/advance-notice/,,,y,FEATURED PRODUCT,#/generic-offers?name=ANZAdvanceNoticeTermDepositLanding&pid=tra-ibrec-t-ibpao-12-21-acq-antdlearnmore&sid=po,,Learn more,&,,&,Provides a fixed rate of return over the investment term. T&Cs apply.,https://www.anz.com.au/content/dam/anzcomau/images/bank-accounts/ib-products-offers/ib-bottom-advance-notice-term-deposit-man-gardening-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",Provides a fixed rate of return over the investment term. T&Cs apply.,https://www.anz.com.au/personal/bank-accounts/term-deposits/advance-notice/?pid=sav-prodrec-t-perba-06-21-acq-antd,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/antd/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.320.medium.jpg/1617834132220.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/antd/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,,,,,,y
cda-sntd,ANZ Term Deposit,,,,,https://www.anz.com.au/personal/bank-accounts/term-deposits/anz-term-deposit/,,,y,FEATURED PRODUCT,#/generic-offers?name=ANZTermDepositLanding&pid=sav-ibrec-t-ibpao-12-21-acq-termdepositlearnmore&sid=po,,Learn more,&,,&,Provides a fixed rate of interest over the investment term. T&Cs apply.,https://www.anz.com.au/content/dam/anzcomau/images/bank-accounts/ib-products-offers/ib-bottom-term-deposit-dog-couple-park-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",Provides a fixed rate of interest over the investment term. T&Cs apply.,https://www.anz.com.au/personal/bank-accounts/term-deposits/anz-term-deposit/?pid=sav-prodrec-t-perba-06-21-acq-td,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/term-deposit/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.320.medium.jpg/1617834216506.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/term-deposit/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,,,,,,y
dda-eb,ANZ Premium Cash Management Account,,,,,https://www.anz.com.au/personal/bank-accounts/savings-accounts/premium-cash-management/,,,y,FEATURED PRODUCT,https://www.anz.com.au/personal/bank-accounts/savings-accounts/premium-cash-management/?pid=sav-ibrec-t-ibpao-12-21-acq-pcmalearnmore,,Learn more,&,,&,Provides for management of investment cash flow or the ability to hold money until the next investment. Also provides the ability earn tiered interest. T&Cs apply.,https://www.anz.com.au/content/dam/anzcomau/images/bank-accounts/ib-products-offers/ib-bottom-pcm-man-in-kitchen-with-laptop-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",Provides for management of investment cash flow or the ability to hold money until the next investment. Also provides the ability earn tiered interest. T&Cs apply.,https://www.anz.com.au/personal/bank-accounts/savings-accounts/premium-cash-management/?pid=sav-prodrec-t-perba-06-21-acq-pcma,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/pcma/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.320.medium.jpg/1617834275028.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/pcma/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,,,,,,y
dda-et-ln,ANZ Share Investment Loan,,,,,,,,n,,,,,,,,,&,,,,,,,,,,,
dda-od-ass,ANZ Assured,,,,,https://www.anz.com.au/personal/personal-loans/overdrafts/assured/,,,n,,https://www.anz.com.au/personal/personal-loans/overdrafts/assured/?pid=pel-ibr-td-ib-01-20-acq-assured,,Learn more,https://www.anz.com/personal/personal-loans/forms/assured-application/?pid=pel-ibr-td-ib-01-20-acq-assuredapply,,Apply now,"A credit limit of either $500 or $1,000 on your eligible ANZ everyday account could help to cover unexpected cash shortfalls.",&,,,,,,,,,,,
dda-od-per,ANZ Personal Overdraft,,,,,https://www.anz.com.au/personal/personal-loans/overdrafts/personal-overdraft/,,,n,,https://www.anz.com.au/personal/personal-loans/overdrafts/personal-overdraft/,,Learn more,,,,"The Personal Overdraft on your eligible ANZ everyday account provides you with credit of $1,000 or more (up to an approved limit) to be used whenever you need it.",&,,,,,,,,,,,
ins-c-c,ANZ Car Insurance,,,,,,,,n,,,,,,,,,,,,,,,,,,,,
ins-h-c,ANZ Contents Insurance,,,,,,,,n,,,,,,,,,,,,,,,,,,,,
ins-h-hc,ANZ Home and Contents Insurance,,,,,https://www.anz.com.au/personal/insurance/home-insurance/home-contents-insurance/,,,n,GET A QUOTE,https://www.anz.com.au/personal/insurance/home-insurance/home-contents-insurance/?pid=pro-ibr-td-ib-01-20-acq-homecontentsins&TCID=IBINSHME,,Learn more,https://www.onepath.com.au/EPR/ANZStart.aspx?cid=1E7F639C-3194-4FA5-8CD3-A60DC063E8C1&TCID=IBINSHME_OLA,,Quote or Apply,Ideal for home owners. Get flexible cover with either buildings and/or contents insurance.,https://aemconlive1-anzcomv2-vcade-nonprod-501-public.m1.nonprod.w50v35m6fl.com/content/dam/ib/images/ib-personal-loans-featured.jpg,,,,,,,,,,,
ins-h-l,ANZ Landlord Insurance,,,,,,,,n,,,,,,,,,,,,,,,,,,,,
ins-l-l,Ezicover Life Insurance,,,,,https://www.anz.com.au/personal/insurance/life/life-insurance/,,,n,,https://www.anz.com.au/personal/insurance/life/life-insurance/?pid=pro-ibr-td-ib-01-20-acq-lifeinsurance&TCID=IBINSLI,,Learn more,https://www.onepath.com.au/EPR/ANZStart.aspx?cid=A2E9EBDE-0BE0-4673-9283-C53A3B03904E&TCID=IBINSLI_OLA,,Quote or Apply,"You never know what tomorrow may bring, but with ANZ Life Insurance, you can continue to look after your loved ones even if you aren't there.",https://aemconlive1-anzcomv2-vcade-nonprod-501-public.m1.nonprod.w50v35m6fl.com/content/dam/ib/images/ib-prog-saver-featured.jpg,,,,,,,,,,,
ins-l-ip,Ezicover Income Protection Insurance,,,,,,,,n,,,,,,,,,,,,,,,,,,,,
ssi-pen,ANZ Smart Choice Pension,,,,,,,,n,,,,,,,,,https://aemconlive1-anzcomv2-vcade-nonprod-501-public.m1.nonprod.w50v35m6fl.com/content/dam/ib/images/ib-smart-choice-super-featured.jpg,,,,,,,,,,,
ssi-sup,ANZ Smart Choice Super,,,,,https://www.anz.com.au/personal/investing-super/superannuation/smart-choice-super/,,,y,FEATURED PRODUCT,https://www.anz.com.au/personal/investing-super/superannuation/smart-choice-super/?pid=inv-ibrec-t-ibpao-05-21-acq-smslearn,,Learn more,&,,&,One login for your banking and super. See your super balance next to your other ANZ accounts in our app and online. So it's easy to keep on top of your super.,https://www.anz.com.au/content/dam/anzcomau/images/wealth/ib-products-offers/ib-bottom-smart-choice-super-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,,,,,,
dda-txn-vd,ANZ Visa Debit,,,,,,,,n,,,,,,,,,,,Get an ANZ Visa Debit card with an eligible ANZ everyday account so you can use your own money to make purchases.,https://www.anz.com.au/personal/bank-accounts/everyday-accounts/visa-debit-card/?pid=sav-prodrec-t-perba-06-21-acq-visadebit,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/visa-debit/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/image.img.320.medium.jpg/1617833719730.jpg,https://www.anz.com.au/content/anzcomau/en/target/recommendations/ba-product-images/visa-debit/_jcr_content/anz_default_par/columns/anz_default_par1/textimage/,,,,,,y
plus-ba,ANZ Plus,,,,,https://www.anz.com.au/plus/already-with-anz/,,,n,FEATURED PRODUCT,#/productANZPlusApplication?sid=po&entityid=plus-ba&excludeentityids=plus-ba&pid=apd-ibrec-t-ibpao-11-23-acq-newwaybank,,Discover ANZ Plus,&,,&,A new way to bank. Two smart bank accounts in a beautiful new app to help you get more visibility and control over your money.,https://www.anz.com.au/content/dam/anzcomau/images/bank-accounts/ib-products-offers/ib-bottom-anz-plus-card-promo-tile.jpg,"[""R1CNE"",""R1SBE"",""RAGE"",""BASE"",""B2SIGN"",""B2SUSI"",""B2OPER"",""CSO"",""r1cne"",""r1sbe"",""rage"",""base"",""b2sign"",""b2susi"",""b2oper"",""cso""]",,,,,,,,,,
